AdmArea,District,EDU_NAME,OGE_SCORE,YEAR,global_id
Северный административный округ,район Левобережный,Федеральное государственное бюджетное образовательное учреждение высшего образования «Академия хорового искусства имени В.С. Попова»,16,2018-2019,1011901855
Северо-Восточный административный округ,район Бибирево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1412»,92,2018-2019,1011901856
Северо-Восточный административный округ,район Бибирево,Частное общеобразовательное учреждение «Лицей «Надежда»,8,2018-2019,1011901857
Северо-Восточный административный округ,Бутырский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1236 имени С.В. Милашенкова»,197,2018-2019,1011901858
Северо-Восточный административный округ,район Северный,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2044»,58,2018-2019,1011901859
Северо-Восточный административный округ,район Южное Медведково,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1482»,52,2018-2019,1011901860
Северо-Западный административный округ,район Митино,Государственное бюджетное профессиональное образовательное учреждение (колледж) города Москвы «Московское хореографическое училище при Московском государственном академическом театре танца «Гжель»,21,2018-2019,1011901861
Северо-Западный административный округ,район Строгино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1619 имени М.И. Цветаевой»,123,2018-2019,1011901862
Новомосковский административный округ,поселение Десеновское,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1392 имени Д.В. Рябинкина»,160,2018-2019,1011901863
Троицкий административный округ,поселение Киевский,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1391»,110,2018-2019,1011901864
Новомосковский административный округ,поселение Щербинка,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2117»,86,2018-2019,1011901865
Центральный административный округ,Пресненский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1239»,58,2018-2019,1011901866
Центральный административный округ,Таганский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2104 на Таганке»,103,2018-2019,1011901867
Центральный административный округ,Таганский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 480 им. В.В.Талалихина»,68,2018-2019,1011901868
Центральный административный округ,Таганский район,Общеобразовательное частное учреждение «Школа Эрудит»,16,2018-2019,1011901869
Юго-Восточный административный округ,район Выхино-Жулебино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1420»,163,2018-2019,1011901870
Юго-Восточный административный округ,район Некрасовка,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1595»,99,2018-2019,1011901871
Юго-Восточный административный округ,район Некрасовка,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2051»,79,2018-2019,1011901872
Юго-Восточный административный округ,район Некрасовка,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2053»,42,2018-2019,1011901873
Юго-Восточный административный округ,район Некрасовка,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2089»,198,2018-2019,1011901874
Юго-Западный административный округ,район Тёплый Стан,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 109»,106,2018-2019,1011901875
Юго-Западный административный округ,район Тёплый Стан,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 51»,36,2018-2019,1011901876
Восточный административный округ,район Богородское,Некоммерческая организация Частное учреждение средняя общеобразовательная школа «Ретро»,9,2018-2019,1011901877
Восточный административный округ,район Гольяново,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1078»,49,2018-2019,1011901878
Восточный административный округ,район Северное Измайлово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2200»,179,2018-2019,1011901879
Восточный административный округ,район Соколиная Гора,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1362»,112,2018-2019,1011901880
Западный административный округ,район Крылатское,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1371 «Крылатское»,107,2018-2019,1011901881
Западный административный округ,район Проспект Вернадского,Негосударственное образовательное частное учреждение средняя общеобразовательная школа «ЮДЖИН-ЦЕНТР»,12,2018-2019,1011901882
Западный административный округ,район Фили-Давыдково,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московское среднее специальное училище олимпийского резерва № 2 (колледж)» Департамента спорта города Москвы,23,2018-2019,1011901883
Западный административный округ,район Фили-Давыдково,Общеобразовательная автономная некоммерческая организация «Классическое образование»,4,2018-2019,1011901884
Северный административный округ,Бескудниковский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 656 имени А.С. Макаренко»,84,2018-2019,1011901885
Северный административный округ,район Сокол,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 149 имени Героя Советского Союза Ю.Н. Зыкова»,38,2018-2019,1011901886
Северный административный округ,район Ховрино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1590 имени Героя Советского Союза В.В. Колесника»,52,2018-2019,1011901887
Северный административный округ,Хорошёвский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1409»,173,2018-2019,1011901888
Северный административный округ,Хорошёвский район,Частное учреждение общеобразовательная организация «Международная школа углубленного изучения иностранных языков»,7,2018-2019,1011901889
Северо-Восточный административный округ,район Лианозово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 166»,80,2018-2019,1011901890
Северо-Восточный административный округ,Останкинский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильная школа № 1220»,67,2018-2019,1011901891
Северо-Западный административный округ,район Покровское-Стрешнево,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский государственный образовательный комплекс»,31,2018-2019,1011901892
Троицкий административный округ,поселение Краснопахорское,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2075»,93,2018-2019,1011901893
Новомосковский административный округ,поселение Московский,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2120»,174,2018-2019,1011901894
Центральный административный округ,Красносельский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Пушкинская школа № 1500»,93,2018-2019,1011901895
Центральный административный округ,Красносельский район,Частное общеобразовательное учреждение «Школа при Алексеевском монастыре»,1,2018-2019,1011901896
Центральный административный округ,Таганский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1468»,117,2018-2019,1011901897
Юго-Восточный административный округ,район Лефортово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Содружество»,73,2018-2019,1011901898
Юго-Восточный административный округ,район Люблино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2010 имени Героя Советского Союза М.П. Судакова»,175,2018-2019,1011901899
Юго-Восточный административный округ,район Люблино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова»,128,2018-2019,1011901900
Юго-Восточный административный округ,район Марьино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1394 «На набережной»,78,2018-2019,1011901901
Юго-Восточный административный округ,район Марьино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа имени Артема Боровика»,138,2018-2019,1011901902
Юго-Восточный административный округ,район Печатники,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1524»,106,2018-2019,1011901903
Юго-Западный административный округ,Академический район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 625»,86,2018-2019,1011901904
Юго-Западный административный округ,Гагаринский район,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Образовательный комплекс «Юго-Запад»,25,2018-2019,1011901905
Юго-Западный административный округ,район Зюзино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 536»,49,2018-2019,1011901906
Восточный административный округ,район Новокосино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1925»,57,2018-2019,1011901907
Западный административный округ,район Дорогомилово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1232 «На Кутузовском»,49,2018-2019,1011901908
Западный административный округ,район Кунцево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 806»,77,2018-2019,1011901909
Западный административный округ,район Ново-Переделкино,Государственное бюджетное учреждение города Москвы «Комплексный реабилитационно - образовательный центр» Департамента труда и социальной защиты населения города Москвы,0,2018-2019,1011901910
Западный административный округ,район Раменки,Государственное автономное общеобразовательное учреждение города Москвы школа № 1306 - «Школа молодых политиков»,49,2018-2019,1011901911
Западный административный округ,район Раменки,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 74»,2,2018-2019,1011901912
Западный административный округ,район Тропарёво-Никулино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1329»,235,2018-2019,1011901913
Западный административный округ,район Тропарёво-Никулино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1741»,67,2018-2019,1011901914
Западный административный округ,район Фили-Давыдково,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 97»,67,2018-2019,1011901915
Зеленоградский административный округ,район Савёлки,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 609»,50,2018-2019,1011901916
Северный административный округ,Головинский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1583 имени К. А. Керимова»,110,2018-2019,1011901917
Северо-Восточный административный округ,район Лианозово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1416 «Лианозово»,117,2018-2019,1011901918
Северо-Восточный административный округ,район Марфино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1494»,141,2018-2019,1011901919
Северо-Восточный административный округ,Останкинский район,Частное общеобразовательное учреждение «Венда»,10,2018-2019,1011901920
Северо-Восточный административный округ,район Южное Медведково,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 285 имени В.А. Молодцова»,99,2018-2019,1011901921
Северо-Западный административный округ,район Митино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1944»,118,2018-2019,1011901922
Северо-Западный административный округ,район Строгино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 705»,74,2018-2019,1011901923
Северо-Западный административный округ,район Щукино,Государственное бюджетное общеобразовательное учреждение города Москвы «Курчатовская школа»,203,2018-2019,1011901924
Северо-Западный административный округ,район Южное Тушино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1551»,95,2018-2019,1011901925
Троицкий административный округ,поселение Михайлово-Ярцевское,Автономная некоммерческая организация «Православная общеобразовательная школа-пансион «Плесково»,12,2018-2019,1011901926
Троицкий административный округ,поселение Троицк,Муниципальное автономное общеобразовательное учреждение «Гимназия г. Троицка»,159,2018-2019,1011901927
Центральный административный округ,Красносельский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 315»,49,2018-2019,1011901928
Центральный административный округ,Таганский район,Общеобразовательное частное учреждение «Школа Сотрудничества»,27,2018-2019,1011901929
Центральный административный округ,район Хамовники,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1253»,269,2018-2019,1011901930
Юго-Восточный административный округ,район Кузьминки,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Кузьминки»,66,2018-2019,1011901931
Юго-Восточный административный округ,район Марьино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 491 «Марьино»,91,2018-2019,1011901932
Юго-Восточный административный округ,Нижегородский район,Частное учреждение общеобразовательная организация «Татьянинская школа»,11,2018-2019,1011901933
Юго-Западный административный округ,Академический район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 45 имени Л.И. Мильграма»,119,2018-2019,1011901934
Юго-Западный административный округ,район Южное Бутово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1368»,95,2018-2019,1011901935
Южный административный округ,район Бирюлёво Восточное,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 902 «Диалог»,140,2018-2019,1011901936
Южный административный округ,район Бирюлёво Восточное,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 935»,82,2018-2019,1011901937
Южный административный округ,Даниловский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1553 имени В.И. Вернадского»,91,2018-2019,1011901938
Восточный административный округ,район Перово,Государственное бюджетное общеобразовательное учреждение города Москвы «Московская международная школа»,198,2018-2019,1011901939
Восточный административный округ,район Соколиная Гора,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московское среднее специальное училище олимпийского резерва № 3 (техникум)» Департамента спорта и туризма города Москвы,23,2018-2019,1011901940
Западный административный округ,район Кунцево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 887»,131,2018-2019,1011901941
Западный административный округ,район Ново-Переделкино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1015»,67,2018-2019,1011901942
Западный административный округ,район Ново-Переделкино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1596»,83,2018-2019,1011901943
Западный административный округ,район Раменки,Негосударственное образовательное учреждение частная средняя общеобразовательная школа «Ромашка»,6,2018-2019,1011901944
Западный административный округ,район Фили-Давыдково,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 712»,47,2018-2019,1011901945
Зеленоградский административный округ,район Крюково,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2045»,125,2018-2019,1011901946
Северный административный округ,Головинский район,Государственное бюджетное общеобразовательное учреждение города Москвы Реабилитационно-образовательный центр № 76 Департамента труда и социальной защиты населения города Москвы,23,2018-2019,1011901947
Северный административный округ,район Коптево,Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования «Школа здоровья» № 1679»,56,2018-2019,1011901948
Северный административный округ,район Коптево,Частное учреждение общеобразовательная организация средняя школа «Знайка»,9,2018-2019,1011901949
Северный административный округ,Хорошёвский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1288 имени Героя Советского Союза Н.В. Троян»,162,2018-2019,1011901950
Северо-Восточный административный округ,район Лианозово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1430 имени Героя Социалистического Труда Г.В. Кисунько»,96,2018-2019,1011901951
Северо-Восточный административный округ,Лосиноостровский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильная школа № 1955»,159,2018-2019,1011901952
Северо-Восточный административный округ,Лосиноостровский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1381»,93,2018-2019,1011901953
Северо-Восточный административный округ,район Северное Медведково,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1506»,165,2018-2019,1011901954
Северо-Восточный административный округ,район Северный,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 709»,137,2018-2019,1011901955
Северо-Западный административный округ,район Куркино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1298 «Профиль Куркино»,118,2018-2019,1011901956
Северо-Западный административный округ,район Северное Тушино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1571»,234,2018-2019,1011901957
Северо-Западный административный округ,район Строгино,Частное учреждение - общеобразовательная организация «Православная гимназия в Троице-Лыкове г. Москвы»,3,2018-2019,1011901958
Северо-Западный административный округ,район Щукино,Государственное бюджетное общеобразовательное учреждение города Москвы «Немецкая школа № 1212»,39,2018-2019,1011901959
Новомосковский административный округ,поселение Кокошкино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2057»,43,2018-2019,1011901960
Новомосковский административный округ,поселение Рязановское,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2083»,214,2018-2019,1011901961
Центральный административный округ,район Замоскворечье,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 627 имени генерала Д.Д. Лелюшенко»,164,2018-2019,1011901962
Центральный административный округ,Мещанский район,Автономная некоммерческая организация «Общеобразовательная Православная школа искусств»,18,2018-2019,1011901963
Центральный административный округ,Пресненский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2030»,83,2018-2019,1011901964
Центральный административный округ,район Хамовники,Общеобразовательная автономная некоммерческая организация средняя общеобразовательная школа «Виктория-2000»,3,2018-2019,1011901965
Юго-Восточный административный округ,район Выхино-Жулебино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1905»,68,2018-2019,1011901966
Юго-Восточный административный округ,район Лефортово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1321 «Ковчег»,13,2018-2019,1011901967
Юго-Восточный административный округ,район Люблино,Негосударственное частное учреждение общеобразовательная организация средняя общеобразовательная школа «Карьера»,36,2018-2019,1011901968
Восточный административный округ,район Богородское,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1360»,143,2018-2019,1011901969
Восточный административный округ,район Восточное Измайлово,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московское среднее специальное училище олимпийского резерва № 1 (техникум)» Департамента спорта города Москвы,21,2018-2019,1011901970
Восточный административный округ,район Восточный,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 664»,31,2018-2019,1011901971
Восточный административный округ,район Гольяново,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1598»,174,2018-2019,1011901972
Восточный административный округ,район Измайлово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 444»,105,2018-2019,1011901973
Восточный административный округ,район Измайлово,Общеобразовательная автономная некоммерческая организация «Лицей духовной культуры во имя преподобного Серафима Саровского»,3,2018-2019,1011901974
Восточный административный округ,район Косино-Ухтомский,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2026»,159,2018-2019,1011901975
Восточный административный округ,район Метрогородок,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1795 «Лосиноостровская»,81,2018-2019,1011901976
Западный административный округ,район Крылатское,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1130»,66,2018-2019,1011901977
Западный административный округ,район Кунцево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1584»,124,2018-2019,1011901978
Западный административный округ,район Ново-Переделкино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1376»,65,2018-2019,1011901979
Западный административный округ,район Раменки,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 37»,61,2018-2019,1011901980
Западный административный округ,район Солнцево,Автономная некоммерческая образовательная организация средняя общеобразовательная школа «Колледж - XXI»,11,2018-2019,1011901981
Западный административный округ,район Солнцево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1000»,66,2018-2019,1011901982
Зеленоградский административный округ,район Матушкино,Некоммерческое партнерство «Международная школа «Глобус»,6,2018-2019,1011901983
Зеленоградский административный округ,район Савёлки,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 854»,31,2018-2019,1011901984
Зеленоградский административный округ,район Силино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1692»,32,2018-2019,1011901985
Зеленоградский административный округ,район Старое Крюково,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1528» имени Героя Советского Союза И.В. Панфилова,109,2018-2019,1011901986
Северный административный округ,район Аэропорт,Общеобразовательное частное учреждение «Новая гуманитарная школа»,6,2018-2019,1011901987
Северный административный округ,Бескудниковский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 183»,106,2018-2019,1011901988
Северный административный округ,Головинский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1159»,66,2018-2019,1011901989
Северный административный округ,район Западное Дегунино,общеобразовательное учреждение средняя общеобразовательная школа «Первая Школа»,179,2018-2019,1011901990
Северный административный округ,район Коптево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1223»,106,2018-2019,1011901991
Северный административный округ,Савёловский район,Негосударственное общеобразовательное частное учреждение «ГИМНАЗИЯ СВЕТ»,9,2018-2019,1011901992
Северо-Восточный административный округ,район Бибирево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1413»,113,2018-2019,1011901993
Северо-Восточный административный округ,Останкинский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1531 имени С. К. Годовикова»,74,2018-2019,1011901994
Северо-Западный административный округ,район Митино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1358»,165,2018-2019,1011901995
Северо-Западный административный округ,район Митино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1544»,93,2018-2019,1011901996
Северо-Западный административный округ,район Северное Тушино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1399»,52,2018-2019,1011901997
Северо-Западный административный округ,район Строгино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 69 имени Б.Ш. Окуджавы»,75,2018-2019,1011901998
Северо-Западный административный округ,район Строгино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 89 имени А.П. Маресьева»,33,2018-2019,1011901999
Центральный административный округ,Басманный район,Автономная некоммерческая организация Общеобразовательная организация «Русская Международная школа»,5,2018-2019,1011902000
Центральный административный округ,район Замоскворечье,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 518»,28,2018-2019,1011902001
