ID,EDU_NAME,global_id,YEAR,AdmArea,District,PASSES_OVER_220,PASSER_UNDER_160
10878,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1363»,1061609558,2019-2020,Юго-Восточный административный округ,район Выхино-Жулебино,78,164
10879,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1232 «На Кутузовском»,1061609559,2019-2020,Западный административный округ,район Дорогомилово,18,38
10880,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1596»,1061609560,2019-2020,Западный административный округ,район Ново-Переделкино,38,76
10881,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1370»,1061609562,2019-2020,Северо-Восточный административный округ,Алтуфьевский район,19,74
10882,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1412»,1061609563,2019-2020,Северо-Восточный административный округ,район Бибирево,44,79
10883,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1533 «ЛИТ»,1061609564,2019-2020,Юго-Западный административный округ,Гагаринский район,111,135
10884,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1206»,1061609565,2019-2020,Юго-Западный административный округ,район Ясенево,31,52
10885,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1552»,1061609567,2019-2020,Южный административный округ,район Зябликово,33,67
10886,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1248»,1061609568,2019-2020,Западный административный округ,район Фили-Давыдково,13,40
10887,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1238»,1061609569,2019-2020,Западный административный округ,район Ново-Переделкино,33,68
10888,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1376»,1061609570,2019-2020,Западный административный округ,район Ново-Переделкино,40,59
10889,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1636 «НИКА»,1061609572,2019-2020,Южный административный округ,район Орехово-Борисово Южное,34,100
10890,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1413»,1061609573,2019-2020,Северо-Восточный административный округ,район Бибирево,34,76
10891,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1542»,1061609574,2019-2020,Западный административный округ,район Солнцево,97,165
10892,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1228 «Лефортово»,1061609575,2019-2020,Юго-Восточный административный округ,район Лефортово,50,96
10893,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1584»,1061609576,2019-2020,Западный административный округ,район Кунцево,51,91
10894,Государственное бюджетное общеобразовательное учреждение города Москвы «Шуваловская школа № 1448»,1061609578,2019-2020,Западный административный округ,район Раменки,41,69
10895,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1404 «Гамма»,1061609579,2019-2020,Восточный административный округ,район Сокольники,13,42
10896,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1290»,1061609580,2019-2020,Восточный административный округ,район Измайлово,40,78
10897,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1794»,1061609581,2019-2020,Северный административный округ,район Восточное Дегунино,34,78
10898,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1524»,1061609582,2019-2020,Юго-Восточный административный округ,район Печатники,35,80
10899,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 491 «Марьино»,1061609584,2019-2020,Юго-Восточный административный округ,район Марьино,29,74
10900,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа самоопределения № 734 имени А.Н. Тубельского»,1061609585,2019-2020,Восточный административный округ,район Восточное Измайлово,4,12
10901,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2033»,1061609586,2019-2020,Восточный административный округ,район Северное Измайлово,87,150
10902,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа имени В.В. Маяковского»,1061609587,2019-2020,Юго-Восточный административный округ,Южнопортовый район,38,84
10903,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1637»,1061609589,2019-2020,Восточный административный округ,район Перово,15,39
10904,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1852»,1061609590,2019-2020,Восточный административный округ,район Перово,11,30
10905,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1296»,1061609591,2019-2020,Северный административный округ,район Восточное Дегунино,37,56
10906,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1272»,1061609592,2019-2020,Южный административный округ,Даниловский район,35,58
10907,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1411»,1061609594,2019-2020,Северо-Восточный административный округ,район Отрадное,41,96
10908,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1387»,1061609595,2019-2020,Северо-Западный административный округ,район Куркино,52,107
10909,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1284»,1061609596,2019-2020,Центральный административный округ,Красносельский район,39,64
10910,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1367»,1061609597,2019-2020,Юго-Восточный административный округ,Рязанский район,36,88
10911,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1245»,1061609598,2019-2020,Южный административный округ,район Чертаново Южное,45,95
10912,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1590 имени Героя Советского Союза В.В. Колесника»,1061609599,2019-2020,Северный административный округ,район Ховрино,23,39
10913,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1454 «Тимирязевская»,1061609600,2019-2020,Северный административный округ,Тимирязевский район,39,91
10914,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1158»,1061609601,2019-2020,Южный административный округ,район Чертаново Северное,95,150
10915,Федеральное государственное автономное образовательное учреждение высшего образования Первый Московский государственный медицинский университет имени И.М. Сеченова Министерства здравоохранения Российской Федерации (Сеченовский Университет). Ресурсный центр «Медицинский Сеченовский Предуниверсарий»,1061609603,2019-2020,Западный административный округ,район Дорогомилово,126,190
10916,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 507»,1061609604,2019-2020,Южный административный округ,район Нагатино-Садовники,38,92
10917,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 630 имени дважды Героя Советского Союза Г.П. Кравченко»,1061609605,2019-2020,Южный административный округ,Донской район,35,108
10918,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1384 имени А.А. Леманского»,1061609606,2019-2020,Северный административный округ,район Сокол,10,23
10919,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1381»,1061609608,2019-2020,Северо-Восточный административный округ,Лосиноостровский район,19,46
10920,Государственное автономное общеобразовательное учреждение города Москвы «Школа «ШИК 16»,1061609609,2019-2020,Северо-Восточный административный округ,Останкинский район,14,27
10921,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1512»,1061609610,2019-2020,Восточный административный округ,район Вешняки,55,109
10922,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1315»,1061609611,2019-2020,Северный административный округ,Головинский район,41,74
10923,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1582»,1061609613,2019-2020,Южный административный округ,район Чертаново Центральное,29,62
10924,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1598»,1061609614,2019-2020,Восточный административный округ,район Гольяново,38,103
10925,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 90 имени Героя Советского Союза Е.Г. Ларикова»,1061609615,2019-2020,Северный административный округ,Войковский район,30,86
10926,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 504»,1061609616,2019-2020,Южный административный округ,район Чертаново Южное,12,37
10927,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 368 «Лосиный остров»,1061609618,2019-2020,Восточный административный округ,район Гольяново,12,27
10928,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1541»,1061609619,2019-2020,Западный административный округ,район Проспект Вернадского,48,92
10929,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1208 имени Героя Советского Союза М.С. Шумилова»,1061609620,2019-2020,Юго-Восточный административный округ,район Кузьминки,67,128
10930,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2072»,1061609621,2019-2020,Восточный административный округ,район Новогиреево,22,57
10931,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Марьино» имени маршала авиации А.Е. Голованова»,1061609623,2019-2020,Юго-Восточный административный округ,район Марьино,16,53
10932,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1514»,1061609624,2019-2020,Юго-Западный административный округ,Ломоносовский район,126,174
10933,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1527»,1061609625,2019-2020,Южный административный округ,район Нагатинский Затон,38,73
10934,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1310»,1061609626,2019-2020,Восточный административный округ,район Новогиреево,25,53
10935,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1234»,1061609628,2019-2020,Центральный административный округ,район Арбат,76,132
10936,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1273»,1061609629,2019-2020,Юго-Западный административный округ,район Коньково,47,94
10937,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1811 «Восточное Измайлово»,1061609630,2019-2020,Восточный административный округ,район Восточное Измайлово,82,167
10938,Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильная школа № 1374»,1061609631,2019-2020,Северо-Восточный административный округ,Ярославский район,14,39
10939,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 138»,1061609633,2019-2020,Северо-Западный административный округ,район Хорошёво-Мнёвники,18,60
10940,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1786»,1061609634,2019-2020,Юго-Западный административный округ,район Южное Бутово,17,35
10941,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1253»,1061609635,2019-2020,Центральный административный округ,район Хамовники,174,232
10942,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1297»,1061609637,2019-2020,Центральный административный округ,Мещанский район,14,35
10943,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 338 имени Героя Советского Союза А.Ф. Авдеева»,1061609638,2019-2020,Новомосковский административный округ,поселение Воскресенское,7,26
10944,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Содружество»,1061609639,2019-2020,Юго-Восточный административный округ,район Лефортово,17,35
10945,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1569 «Созвездие»,1061609640,2019-2020,Южный административный округ,район Зябликово,66,154
10946,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1554»,1061609642,2019-2020,Северо-Восточный административный округ,район Отрадное,87,144
10947,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1285»,1061609643,2019-2020,Северо-Западный административный округ,район Покровское-Стрешнево,46,79
10948,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1476»,1061609644,2019-2020,Восточный административный округ,район Ивановское,8,22
10949,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1288 имени Героя Советского Союза Н.В. Троян»,1061609646,2019-2020,Северный административный округ,Хорошёвский район,68,126
10950,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1223»,1061609647,2019-2020,Северный административный округ,район Коптево,44,64
10951,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1409»,1061609648,2019-2020,Северный административный округ,Хорошёвский район,71,133
10952,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2087 «Открытие»,1061609649,2019-2020,Юго-Восточный административный округ,район Марьино,18,58
10953,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа на проспекте Вернадского»,1061609651,2019-2020,Западный административный округ,район Тропарёво-Никулино,48,63
10954,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1394 «На набережной»,1061609652,2019-2020,Юго-Восточный административный округ,район Марьино,20,38
10955,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа имени Артема Боровика»,1061609653,2019-2020,Юго-Восточный административный округ,район Марьино,60,99
10956,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1207»,1061609654,2019-2020,Южный административный округ,район Орехово-Борисово Южное,38,63
10957,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1528» имени Героя Советского Союза И.В. Панфилова,1061609655,2019-2020,Зеленоградский административный округ,район Старое Крюково,67,141
10958,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1539»,1061609657,2019-2020,Северо-Восточный административный округ,Алексеевский район,39,99
10959,Частное учреждение - общеобразовательная организация «Православная гимназия в Троице-Лыкове г. Москвы»,1061609658,2019-2020,Северо-Западный административный округ,район Строгино,0,1
10960,Общеобразовательная автономная некоммерческая организация «Новая школа»,1061609659,2019-2020,Западный административный округ,район Раменки,18,19
10961,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1573»,1061609660,2019-2020,Северо-Восточный административный округ,район Лианозово,35,82
10962,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1416 «Лианозово»,1061609661,2019-2020,Северо-Восточный административный округ,район Лианозово,26,73
10963,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1231 имени В.Д. Поленова»,1061609663,2019-2020,Центральный административный округ,район Арбат,113,203
10964,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1270 «Вектор»,1061609664,2019-2020,Центральный административный округ,Таганский район,27,41
10965,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1619 имени М.И. Цветаевой»,1061609665,2019-2020,Северо-Западный административный округ,район Строгино,33,83
10966,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1570»,1061609667,2019-2020,Северный административный округ,район Беговой,16,33
10967,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа на Юго-Востоке имени Маршала В.И. Чуйкова»,1061609668,2019-2020,Юго-Восточный административный округ,район Кузьминки,131,195
10968,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1531 имени С. К. Годовикова»,1061609669,2019-2020,Северо-Восточный административный округ,Останкинский район,44,71
10969,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Бескудниково»,1061609670,2019-2020,Северный административный округ,Бескудниковский район,23,50
10970,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1515»,1061609672,2019-2020,Северо-Западный административный округ,район Хорошёво-Мнёвники,36,56
10971,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1560 «Лидер»,1061609673,2019-2020,Северо-Западный административный округ,район Хорошёво-Мнёвники,30,94
10972,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1210»,1061609674,2019-2020,Северо-Западный административный округ,район Щукино,33,66
10973,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Покровский квартал»,1061609676,2019-2020,Центральный административный округ,Басманный район,258,389
10974,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1551»,1061609680,2019-2020,Северо-Западный административный округ,район Южное Тушино,33,78
10975,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1519»,1061609685,2019-2020,Северо-Западный административный округ,район Строгино,45,89
10976,Государственное бюджетное общеобразовательное учреждение города Москвы «Кадетская школа № 1784 имени генерала армии В.А. Матросова»,1061609689,2019-2020,Северный административный округ,район Беговой,8,19
10977,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1355»,1061609693,2019-2020,Юго-Западный административный округ,район Южное Бутово,30,71
10978,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1799»,1061609699,2019-2020,Центральный административный округ,район Якиманка,136,218
10979,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2042 имени Лазаревых»,1061609703,2019-2020,Юго-Западный административный округ,район Зюзино,23,31
10980,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1530 «Школа Ломоносова»,1061609708,2019-2020,Восточный административный округ,район Сокольники,73,136
10981,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1259»,1061609710,2019-2020,Центральный административный округ,район Замоскворечье,61,86
10982,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1525»,1061609712,2019-2020,Центральный административный округ,Красносельский район,50,67
10983,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1575»,1061609713,2019-2020,Северный административный округ,район Аэропорт,85,127
10984,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1252 имени Сервантеса»,1061609714,2019-2020,Северный административный округ,район Сокол,21,39
10985,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1302»,1061609716,2019-2020,Северо-Западный административный округ,район Строгино,27,47
10986,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1241 «На Красной Пресне»,1061609717,2019-2020,Центральный административный округ,Пресненский район,15,31
10987,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1186 имени Мусы Джалиля»,1061609718,2019-2020,Юго-Восточный административный округ,район Люблино,6,13
10988,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1353 имени генерала Д.Ф. Алексеева»,1061609719,2019-2020,Зеленоградский административный округ,район Матушкино,52,78
10989,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1311»,1061609721,2019-2020,Юго-Западный административный округ,Обручевский район,11,33
10990,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1593»,1061609722,2019-2020,Западный административный округ,район Крылатское,32,60
10991,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1795 «Лосиноостровская»,1061609723,2019-2020,Восточный административный округ,район Метрогородок,16,46
10992,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1317»,1061609724,2019-2020,Западный административный округ,район Тропарёво-Никулино,35,52
10993,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1265»,1061609726,2019-2020,Юго-Западный административный округ,Гагаринский район,20,30
10994,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Свиблово»,1061609727,2019-2020,Северо-Восточный административный округ,район Свиблово,92,152
10995,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1347»,1061609728,2019-2020,Западный административный округ,район Солнцево,36,92
10996,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1239»,1061609729,2019-2020,Центральный административный округ,Пресненский район,36,71
10997,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1505 «Преображенская»,1061609730,2019-2020,Восточный административный округ,район Преображенское,98,161
10998,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1466 имени Надежды Рушевой»,1061609732,2019-2020,Южный административный округ,район Царицыно,36,92
10999,Государственное автономное общеобразовательное учреждение города Москвы «Школа № 1518»,1061609733,2019-2020,Северо-Восточный административный округ,Останкинский район,76,93
11000,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1356»,1061609734,2019-2020,Юго-Западный административный округ,район Северное Бутово,25,32
11001,Государственное автономное общеобразовательное учреждение города Москвы «Школа № 548 «Царицыно»,1061609735,2019-2020,Южный административный округ,район Орехово-Борисово Южное,165,243
11002,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1621 Древо Жизни»,1061609737,2019-2020,Центральный административный округ,Басманный район,3,10
11003,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1420»,1061609738,2019-2020,Юго-Восточный административный округ,район Выхино-Жулебино,56,103
11004,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 710 им. Народного учителя СССР В.К. Жудова»,1061609739,2019-2020,Западный административный округ,район Дорогомилово,133,198
11005,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1358»,1061609740,2019-2020,Северо-Западный административный округ,район Митино,57,100
11006,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1536»,1061609742,2019-2020,Юго-Западный административный округ,Ломоносовский район,45,93
11007,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2121 имени Маршала Советского Союза С.К. Куркоткина»,1061609743,2019-2020,Юго-Восточный административный округ,район Люблино,20,59
11008,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1550»,1061609744,2019-2020,Северный административный округ,район Беговой,32,70
11009,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 67»,1061609745,2019-2020,Западный административный округ,район Дорогомилово,107,137
11010,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1503»,1061609747,2019-2020,Северо-Восточный административный округ,Алексеевский район,31,59
11011,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1368»,1061609748,2019-2020,Юго-Западный административный округ,район Южное Бутово,24,51
11012,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1601 имени Героя Советского Союза Е.К. Лютикова»,1061609749,2019-2020,Северный административный округ,Савёловский район,14,39
11013,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1352»,1061609750,2019-2020,Восточный административный округ,район Гольяново,36,91
11014,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 654 имени А.Д. Фридмана»,1061609752,2019-2020,Юго-Восточный административный округ,район Текстильщики,94,139
11015,Государственное бюджетное общеобразовательное учреждение города Москвы «Образовательный центр «Протон»,1061609753,2019-2020,Западный административный округ,район Филёвский Парк,61,149
11016,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1287»,1061609754,2019-2020,Северный административный округ,Хорошёвский район,26,60
11017,Частное общеобразовательное учреждение «Православный центр образования Святителя Николая Чудотворца»,1061609755,2019-2020,Южный административный округ,район Бирюлёво Западное,2,4
11018,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1375»,1061609756,2019-2020,Южный административный округ,район Нагатино-Садовники,58,123
11019,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1354 «Вектор»,1061609758,2019-2020,Юго-Западный административный округ,район Южное Бутово,64,121
11020,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1547»,1061609759,2019-2020,Юго-Восточный административный округ,район Марьино,175,287
11021,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1249»,1061609760,2019-2020,Северный административный округ,район Сокол,15,27
